,Sales,Date,Region
873,1596.0,2020-01-15,south
874,1776.0,2020-01-15,east
875,1638.0,2020-01-15,west
876,1749.0,2020-01-16,north
877,1752.0,2020-01-16,south
878,1635.0,2020-01-16,east
879,1581.0,2020-01-16,west
880,1521.0,2020-01-17,north
881,1536.0,2020-01-17,south
882,1665.0,2020-01-17,east
883,1782.0,2020-01-17,west
884,1650.0,2020-01-18,north
885,1749.0,2020-01-18,south
886,1797.0,2020-01-18,east
887,1650.0,2020-01-18,west
888,1608.0,2020-01-19,north
889,1608.0,2020-01-19,south
890,1575.0,2020-01-19,east
891,1590.0,2020-01-19,west
892,1665.0,2020-01-20,north
893,1596.0,2020-01-20,south
894,1581.0,2020-01-20,east
895,1695.0,2020-01-20,west
896,1647.0,2020-01-21,north
897,1776.0,2020-01-21,south
898,1719.0,2020-01-21,east
899,1578.0,2020-01-21,west
900,1503.0,2020-01-22,north
901,1569.0,2020-01-22,south
902,1731.0,2020-01-22,east
903,1551.0,2020-01-22,west
904,1626.0,2020-01-23,north
905,1518.0,2020-01-23,south
906,1575.0,2020-01-23,east
907,1611.0,2020-01-23,west
908,1629.0,2020-01-24,north
909,1704.0,2020-01-24,south
910,1656.0,2020-01-24,east
911,1554.0,2020-01-24,west
912,1575.0,2020-01-25,north
913,1638.0,2020-01-25,south
914,1635.0,2020-01-25,east
915,1548.0,2020-01-25,west
916,1710.0,2020-01-26,north
917,1584.0,2020-01-26,south
918,1716.0,2020-01-26,east
919,1602.0,2020-01-26,west
920,1569.0,2020-01-27,north
921,1506.0,2020-01-27,south
922,1671.0,2020-01-27,east
923,1584.0,2020-01-27,west
924,1689.0,2020-01-28,north
925,1773.0,2020-01-28,south
926,1647.0,2020-01-28,east
927,1503.0,2020-01-28,west
928,1593.0,2020-01-29,north
929,1506.0,2020-01-29,south
930,1740.0,2020-01-29,east
931,1572.0,2020-01-29,west
932,1620.0,2020-01-30,north
933,1542.0,2020-01-30,south
934,1593.0,2020-01-30,east
935,1500.0,2020-01-30,west
936,1635.0,2020-01-31,north
937,1656.0,2020-01-31,south
938,1779.0,2020-01-31,east
939,1605.0,2020-01-31,west
940,1602.0,2020-02-01,north
941,1794.0,2020-02-01,south
942,1677.0,2020-02-01,east
943,1521.0,2020-02-01,west
944,1707.0,2020-02-02,north
945,1665.0,2020-02-02,south
946,1713.0,2020-02-02,east
947,1659.0,2020-02-02,west
948,1548.0,2020-02-03,north
949,1647.0,2020-02-03,south
950,1764.0,2020-02-03,east
951,1662.0,2020-02-03,west
952,1563.0,2020-02-04,north
953,1755.0,2020-02-04,south
954,1659.0,2020-02-04,east
955,1575.0,2020-02-04,west
956,1716.0,2020-02-05,north
957,1506.0,2020-02-05,south
958,1734.0,2020-02-05,east
959,1704.0,2020-02-05,west
960,1512.0,2020-02-06,north
961,1572.0,2020-02-06,south
962,1782.0,2020-02-06,east
963,1554.0,2020-02-06,west
964,1782.0,2020-02-07,north
965,1701.0,2020-02-07,south
966,1698.0,2020-02-07,east
967,1671.0,2020-02-07,west
968,1584.0,2020-02-08,north
969,1602.0,2020-02-08,south
970,1755.0,2020-02-08,east
971,1614.0,2020-02-08,west
972,1743.0,2020-02-09,north
973,1788.0,2020-02-09,south
974,1644.0,2020-02-09,east
975,1728.0,2020-02-09,west
976,1599.0,2020-02-10,north
977,1689.0,2020-02-10,south
978,1776.0,2020-02-10,east
979,1569.0,2020-02-10,west
980,1791.0,2020-02-11,north
981,1638.0,2020-02-11,south
982,1716.0,2020-02-11,east
983,1788.0,2020-02-11,west
984,1758.0,2020-02-12,north
985,1752.0,2020-02-12,south
986,1599.0,2020-02-12,east
987,1533.0,2020-02-12,west
988,1548.0,2020-02-13,north
989,1800.0,2020-02-13,south
990,1659.0,2020-02-13,east
991,1617.0,2020-02-13,west
992,1746.0,2020-02-14,north
993,1644.0,2020-02-14,south
994,1698.0,2020-02-14,east
995,1533.0,2020-02-14,west
996,1704.0,2020-02-15,north
997,1524.0,2020-02-15,south
998,1545.0,2020-02-15,east
999,1731.0,2020-02-15,west
1000,1665.0,2020-02-16,north
1001,1791.0,2020-02-16,south
1002,1605.0,2020-02-16,east
1003,1743.0,2020-02-16,west
1004,1677.0,2020-02-17,north
1005,1590.0,2020-02-17,south
1006,1722.0,2020-02-17,east
1007,1743.0,2020-02-17,west
1008,1668.0,2020-02-18,north
1009,1620.0,2020-02-18,south
1010,1704.0,2020-02-18,east
1011,1683.0,2020-02-18,west
1012,1551.0,2020-02-19,north
1013,1650.0,2020-02-19,south
1014,1689.0,2020-02-19,east
1015,1638.0,2020-02-19,west
1016,1518.0,2020-02-20,north
1017,1593.0,2020-02-20,south
1018,1632.0,2020-02-20,east
1019,1602.0,2020-02-20,west
1020,1761.0,2020-02-21,north
1021,1755.0,2020-02-21,south
1022,1581.0,2020-02-21,east
1023,1794.0,2020-02-21,west
1024,1545.0,2020-02-22,north
1025,1689.0,2020-02-22,south
1026,1632.0,2020-02-22,east
1027,1668.0,2020-02-22,west
1028,1638.0,2020-02-23,north
1029,1602.0,2020-02-23,south
1030,1686.0,2020-02-23,east
1031,1776.0,2020-02-23,west
1032,1593.0,2020-02-24,north
1033,1734.0,2020-02-24,south
1034,1608.0,2020-02-24,east
1035,1617.0,2020-02-24,west
1036,1656.0,2020-02-25,north
1037,1722.0,2020-02-25,south
1038,1566.0,2020-02-25,east
1039,1548.0,2020-02-25,west
1040,1545.0,2020-02-26,north
1041,1521.0,2020-02-26,south
1042,1728.0,2020-02-26,east
1043,1668.0,2020-02-26,west
1044,1698.0,2020-02-27,north
1045,1599.0,2020-02-27,south
1046,1581.0,2020-02-27,east
1047,1527.0,2020-02-27,west
1048,1509.0,2020-02-28,north
1049,1686.0,2020-02-28,south
1050,1590.0,2020-02-28,east
1051,1689.0,2020-02-28,west
1052,1671.0,2020-02-29,north
1053,1728.0,2020-02-29,south
1054,1524.0,2020-02-29,east
1055,1656.0,2020-02-29,west
1056,1593.0,2020-03-01,north
1057,1626.0,2020-03-01,south
1058,1626.0,2020-03-01,east
1059,1692.0,2020-03-01,west
1060,1509.0,2020-03-02,north
1061,1788.0,2020-03-02,south
1062,1572.0,2020-03-02,east
1063,1569.0,2020-03-02,west
1064,1632.0,2020-03-03,north
1065,1548.0,2020-03-03,south
1066,1623.0,2020-03-03,east
1067,1506.0,2020-03-03,west
1068,1773.0,2020-03-04,north
1069,1677.0,2020-03-04,south
1070,1638.0,2020-03-04,east
1071,1569.0,2020-03-04,west
1072,1794.0,2020-03-05,north
1073,1764.0,2020-03-05,south
1074,1530.0,2020-03-05,east
1075,1770.0,2020-03-05,west
1076,1623.0,2020-03-06,north
1077,1734.0,2020-03-06,south
1078,1698.0,2020-03-06,east
1079,1503.0,2020-03-06,west
1080,1641.0,2020-03-07,north
1081,1581.0,2020-03-07,south
1082,1797.0,2020-03-07,east
1083,1674.0,2020-03-07,west
1084,1701.0,2020-03-08,north
1085,1590.0,2020-03-08,south
1086,1599.0,2020-03-08,east
1087,1791.0,2020-03-08,west
1088,1719.0,2020-03-09,north
1089,1776.0,2020-03-09,south
1090,1542.0,2020-03-09,east
1091,1740.0,2020-03-09,west
1092,1644.0,2020-03-10,north
1093,1653.0,2020-03-10,south
1094,1797.0,2020-03-10,east
1095,1740.0,2020-03-10,west
1096,1605.0,2020-03-11,north
1097,1584.0,2020-03-11,south
1098,1662.0,2020-03-11,east
1099,1572.0,2020-03-11,west
1100,1635.0,2020-03-12,north
1101,1548.0,2020-03-12,south
1102,1680.0,2020-03-12,east
1103,1767.0,2020-03-12,west
1104,1554.0,2020-03-13,north
1105,1686.0,2020-03-13,south
1106,1749.0,2020-03-13,east
1107,1554.0,2020-03-13,west
1108,1662.0,2020-03-14,north
1109,1557.0,2020-03-14,south
1110,1755.0,2020-03-14,east
1111,1758.0,2020-03-14,west
1112,1500.0,2020-03-15,north
1113,1665.0,2020-03-15,south
1114,1761.0,2020-03-15,east
1115,1626.0,2020-03-15,west
1116,1650.0,2020-03-16,north
1117,1722.0,2020-03-16,south
1118,1641.0,2020-03-16,east
1119,1611.0,2020-03-16,west
1120,1701.0,2020-03-17,north
1121,1701.0,2020-03-17,south
1122,1794.0,2020-03-17,east
1123,1509.0,2020-03-17,west
1124,1566.0,2020-03-18,north
1125,1716.0,2020-03-18,south
1126,1701.0,2020-03-18,east
1127,1605.0,2020-03-18,west
1128,1581.0,2020-03-19,north
1129,1797.0,2020-03-19,south
1130,1725.0,2020-03-19,east
1131,1554.0,2020-03-19,west
1132,1665.0,2020-03-20,north
1133,1641.0,2020-03-20,south
1134,1677.0,2020-03-20,east
1135,1707.0,2020-03-20,west
1136,1575.0,2020-03-21,north
1137,1674.0,2020-03-21,south
1138,1707.0,2020-03-21,east
1139,1710.0,2020-03-21,west
1140,1644.0,2020-03-22,north
1141,1668.0,2020-03-22,south
1142,1674.0,2020-03-22,east
1143,1737.0,2020-03-22,west
1144,1767.0,2020-03-23,north
1145,1620.0,2020-03-23,south
1146,1593.0,2020-03-23,east
1147,1542.0,2020-03-23,west
1148,1548.0,2020-03-24,north
1149,1662.0,2020-03-24,south
1150,1740.0,2020-03-24,east
1151,1572.0,2020-03-24,west
1152,1779.0,2020-03-25,north
1153,1770.0,2020-03-25,south
1154,1623.0,2020-03-25,east
1155,1575.0,2020-03-25,west
1156,1785.0,2020-03-26,north
1157,1671.0,2020-03-26,south
1158,1749.0,2020-03-26,east
1159,1791.0,2020-03-26,west
1160,1713.0,2020-03-27,north
1161,1623.0,2020-03-27,south
1162,1605.0,2020-03-27,east
1163,1566.0,2020-03-27,west
1164,1569.0,2020-03-28,north
1165,1605.0,2020-03-28,south
1166,1728.0,2020-03-28,east
1167,1665.0,2020-03-28,west
1168,1782.0,2020-03-29,north
1169,1800.0,2020-03-29,south
1170,1518.0,2020-03-29,east
1171,1800.0,2020-03-29,west
1172,1515.0,2020-03-30,north
1173,1764.0,2020-03-30,south
1174,1632.0,2020-03-30,east
1175,1608.0,2020-03-30,west
1176,1794.0,2020-03-31,north
1177,1635.0,2020-03-31,south
1178,1572.0,2020-03-31,east
1179,1629.0,2020-03-31,west
1180,1557.0,2020-04-01,north
1181,1536.0,2020-04-01,south
1182,1587.0,2020-04-01,east
1183,1728.0,2020-04-01,west
1184,1779.0,2020-04-02,north
1185,1773.0,2020-04-02,south
1186,1794.0,2020-04-02,east
1187,1503.0,2020-04-02,west
1188,1767.0,2020-04-03,north
1189,1743.0,2020-04-03,south
1190,1560.0,2020-04-03,east
1191,1746.0,2020-04-03,west
1192,1731.0,2020-04-04,north
1193,1692.0,2020-04-04,south
1194,1722.0,2020-04-04,east
1195,1563.0,2020-04-04,west
1196,1797.0,2020-04-05,north
1197,1755.0,2020-04-05,south
1198,1611.0,2020-04-05,east
1199,1635.0,2020-04-05,west
1200,1752.0,2020-04-06,north
1201,1749.0,2020-04-06,south
1202,1782.0,2020-04-06,east
1203,1521.0,2020-04-06,west
1204,1752.0,2020-04-07,north
1205,1686.0,2020-04-07,south
1206,1500.0,2020-04-07,east
1207,1785.0,2020-04-07,west
1208,1611.0,2020-04-08,north
1209,1794.0,2020-04-08,south
1210,1734.0,2020-04-08,east
1211,1659.0,2020-04-08,west
1212,1650.0,2020-04-09,north
1213,1587.0,2020-04-09,south
1214,1629.0,2020-04-09,east
1215,1506.0,2020-04-09,west
1216,1794.0,2020-04-10,north
1217,1551.0,2020-04-10,south
1218,1503.0,2020-04-10,east
1219,1776.0,2020-04-10,west
1220,1659.0,2020-04-11,north
1221,1590.0,2020-04-11,south
1222,1515.0,2020-04-11,east
1223,1506.0,2020-04-11,west
1224,1722.0,2020-04-12,north
1225,1512.0,2020-04-12,south
1226,1773.0,2020-04-12,east
1227,1635.0,2020-04-12,west
1228,1548.0,2020-04-13,north
1229,1692.0,2020-04-13,south
1230,1698.0,2020-04-13,east
1231,1755.0,2020-04-13,west
1232,1521.0,2020-04-14,north
1233,1593.0,2020-04-14,south
1234,1644.0,2020-04-14,east
1235,1587.0,2020-04-14,west
1236,1800.0,2020-04-15,north
1237,1788.0,2020-04-15,south
1238,1764.0,2020-04-15,east
1239,1650.0,2020-04-15,west
1240,1704.0,2020-04-16,north
1241,1659.0,2020-04-16,south
1242,1644.0,2020-04-16,east
1243,1500.0,2020-04-16,west
1244,1734.0,2020-04-17,north
1245,1617.0,2020-04-17,south
1246,1584.0,2020-04-17,east
1247,1569.0,2020-04-17,west
1248,1623.0,2020-04-18,north
1249,1500.0,2020-04-18,south
1250,1578.0,2020-04-18,east
1251,1590.0,2020-04-18,west
1252,1761.0,2020-04-19,north
1253,1728.0,2020-04-19,south
1254,1716.0,2020-04-19,east
1255,1704.0,2020-04-19,west
1256,1665.0,2020-04-20,north
1257,1515.0,2020-04-20,south
1258,1725.0,2020-04-20,east
1259,1695.0,2020-04-20,west
1260,1755.0,2020-04-21,north
1261,1521.0,2020-04-21,south
1262,1629.0,2020-04-21,east
1263,1686.0,2020-04-21,west
1264,1614.0,2020-04-22,north
1265,1614.0,2020-04-22,south
1266,1569.0,2020-04-22,east
1267,1527.0,2020-04-22,west
1268,1764.0,2020-04-23,north
1269,1524.0,2020-04-23,south
1270,1611.0,2020-04-23,east
1271,1785.0,2020-04-23,west
1272,1716.0,2020-04-24,north
1273,1692.0,2020-04-24,south
1274,1506.0,2020-04-24,east
1275,1533.0,2020-04-24,west
1276,1638.0,2020-04-25,north
1277,1638.0,2020-04-25,south
1278,1755.0,2020-04-25,east
1279,1545.0,2020-04-25,west
1280,1512.0,2020-04-26,north
1281,1593.0,2020-04-26,south
1282,1674.0,2020-04-26,east
1283,1719.0,2020-04-26,west
1284,1530.0,2020-04-27,north
1285,1593.0,2020-04-27,south
1286,1641.0,2020-04-27,east
1287,1575.0,2020-04-27,west
1288,1788.0,2020-04-28,north
1289,1749.0,2020-04-28,south
1290,1581.0,2020-04-28,east
1291,1524.0,2020-04-28,west
1292,1680.0,2020-04-29,north
1293,1674.0,2020-04-29,south
1294,1773.0,2020-04-29,east
1295,1674.0,2020-04-29,west
1296,1779.0,2020-04-30,north
1297,1569.0,2020-04-30,south
1298,1590.0,2020-04-30,east
1299,1689.0,2020-04-30,west
1300,1755.0,2020-05-01,north
1301,1752.0,2020-05-01,south
1302,1641.0,2020-05-01,east
1303,1605.0,2020-05-01,west
1304,1587.0,2020-05-02,north
1305,1521.0,2020-05-02,south
1306,1605.0,2020-05-02,east
1307,1557.0,2020-05-02,west
1308,1680.0,2020-05-03,north
1309,1566.0,2020-05-03,south
1310,1719.0,2020-05-03,east
1311,1563.0,2020-05-03,west
1312,1569.0,2020-05-04,north
1313,1608.0,2020-05-04,south
1314,1578.0,2020-05-04,east
1315,1641.0,2020-05-04,west
1316,1587.0,2020-05-05,north
1317,1674.0,2020-05-05,south
1318,1500.0,2020-05-05,east
1319,1686.0,2020-05-05,west
1320,1521.0,2020-05-06,north
1321,1683.0,2020-05-06,south
1322,1767.0,2020-05-06,east
1323,1776.0,2020-05-06,west
1324,1557.0,2020-05-07,north
1325,1623.0,2020-05-07,south
1326,1557.0,2020-05-07,east
1327,1746.0,2020-05-07,west
1328,1680.0,2020-05-08,north
1329,1587.0,2020-05-08,south
1330,1695.0,2020-05-08,east
1331,1629.0,2020-05-08,west
1332,1674.0,2020-05-09,north
1333,1620.0,2020-05-09,south
1334,1560.0,2020-05-09,east
1335,1590.0,2020-05-09,west
1336,1623.0,2020-05-10,north
1337,1689.0,2020-05-10,south
1338,1656.0,2020-05-10,east
1339,1695.0,2020-05-10,west
1340,1674.0,2020-05-11,north
1341,1554.0,2020-05-11,south
1342,1680.0,2020-05-11,east
1343,1575.0,2020-05-11,west
1344,1500.0,2020-05-12,north
1345,1791.0,2020-05-12,south
1346,1614.0,2020-05-12,east
1347,1695.0,2020-05-12,west
1348,1767.0,2020-05-13,north
1349,1725.0,2020-05-13,south
1350,1701.0,2020-05-13,east
1351,1629.0,2020-05-13,west
1352,1656.0,2020-05-14,north
1353,1713.0,2020-05-14,south
1354,1737.0,2020-05-14,east
1355,1671.0,2020-05-14,west
1356,1533.0,2020-05-15,north
1357,1644.0,2020-05-15,south
1358,1560.0,2020-05-15,east
1359,1740.0,2020-05-15,west
1360,1767.0,2020-05-16,north
1361,1791.0,2020-05-16,south
1362,1509.0,2020-05-16,east
1363,1614.0,2020-05-16,west
1364,1566.0,2020-05-17,north
1365,1758.0,2020-05-17,south
1366,1668.0,2020-05-17,east
1367,1707.0,2020-05-17,west
1368,1638.0,2020-05-18,north
1369,1596.0,2020-05-18,south
1370,1767.0,2020-05-18,east
1371,1683.0,2020-05-18,west
1372,1641.0,2020-05-19,north
1373,1713.0,2020-05-19,south
1374,1515.0,2020-05-19,east
1375,1602.0,2020-05-19,west
1376,1575.0,2020-05-20,north
1377,1791.0,2020-05-20,south
1378,1545.0,2020-05-20,east
1379,1686.0,2020-05-20,west
1380,1587.0,2020-05-21,north
1381,1791.0,2020-05-21,south
1382,1653.0,2020-05-21,east
1383,1671.0,2020-05-21,west
1384,1542.0,2020-05-22,north
1385,1686.0,2020-05-22,south
1386,1569.0,2020-05-22,east
1387,1518.0,2020-05-22,west
1388,1620.0,2020-05-23,north
1389,1536.0,2020-05-23,south
1390,1713.0,2020-05-23,east
1391,1788.0,2020-05-23,west
1392,1773.0,2020-05-24,north
1393,1785.0,2020-05-24,south
1394,1509.0,2020-05-24,east
1395,1713.0,2020-05-24,west
1396,1536.0,2020-05-25,north
1397,1704.0,2020-05-25,south
1398,1563.0,2020-05-25,east
1399,1539.0,2020-05-25,west
1400,1545.0,2020-05-26,north
1401,1530.0,2020-05-26,south
1402,1758.0,2020-05-26,east
1403,1656.0,2020-05-26,west
1404,1563.0,2020-05-27,north
1405,1758.0,2020-05-27,south
1406,1656.0,2020-05-27,east
1407,1707.0,2020-05-27,west
1408,1581.0,2020-05-28,north
1409,1569.0,2020-05-28,south
1410,1533.0,2020-05-28,east
1411,1566.0,2020-05-28,west
1412,1722.0,2020-05-29,north
1413,1602.0,2020-05-29,south
1414,1698.0,2020-05-29,east
1415,1566.0,2020-05-29,west
1416,1599.0,2020-05-30,north
1417,1788.0,2020-05-30,south
1418,1743.0,2020-05-30,east
1419,1647.0,2020-05-30,west
1420,1566.0,2020-05-31,north
1421,1608.0,2020-05-31,south
1422,1791.0,2020-05-31,east
1423,1764.0,2020-05-31,west
1424,1752.0,2020-06-01,north
1425,1608.0,2020-06-01,south
1426,1554.0,2020-06-01,east
1427,1710.0,2020-06-01,west
1428,1677.0,2020-06-02,north
1429,1794.0,2020-06-02,south
1430,1800.0,2020-06-02,east
1431,1767.0,2020-06-02,west
1432,1782.0,2020-06-03,north
1433,1584.0,2020-06-03,south
1434,1545.0,2020-06-03,east
1435,1617.0,2020-06-03,west
1436,1644.0,2020-06-04,north
1437,1527.0,2020-06-04,south
1438,1707.0,2020-06-04,east
1439,1773.0,2020-06-04,west
1440,1587.0,2020-06-05,north
1441,1632.0,2020-06-05,south
1442,1569.0,2020-06-05,east
1443,1566.0,2020-06-05,west
1444,1683.0,2020-06-06,north
1445,1689.0,2020-06-06,south
1446,1704.0,2020-06-06,east
1447,1749.0,2020-06-06,west
1448,1620.0,2020-06-07,north
1449,1650.0,2020-06-07,south
1450,1743.0,2020-06-07,east
1451,1674.0,2020-06-07,west
1452,1527.0,2020-06-08,north
1453,1638.0,2020-06-08,south
1454,1584.0,2020-06-08,east
1455,1695.0,2020-06-08,west
1456,1503.0,2020-06-09,north
1457,1569.0,2020-06-09,south
1458,1572.0,2020-06-09,east
1459,1593.0,2020-06-09,west
1460,1761.0,2020-06-10,north
1461,1512.0,2020-06-10,south
1462,1617.0,2020-06-10,east
1463,1593.0,2020-06-10,west
1464,1590.0,2020-06-11,north
1465,1611.0,2020-06-11,south
1466,1719.0,2020-06-11,east
1467,1719.0,2020-06-11,west
1468,1512.0,2020-06-12,north
1469,1776.0,2020-06-12,south
1470,1575.0,2020-06-12,east
1471,1746.0,2020-06-12,west
1472,1581.0,2020-06-13,north
1473,1689.0,2020-06-13,south
1474,1776.0,2020-06-13,east
1475,1560.0,2020-06-13,west
1476,1734.0,2020-06-14,north
1477,1788.0,2020-06-14,south
1478,1743.0,2020-06-14,east
1479,1719.0,2020-06-14,west
1480,1542.0,2020-06-15,north
1481,1758.0,2020-06-15,south
1482,1674.0,2020-06-15,east
1483,1584.0,2020-06-15,west
1484,1668.0,2020-06-16,north
1485,1620.0,2020-06-16,south
1486,1695.0,2020-06-16,east
1487,1638.0,2020-06-16,west
1488,1554.0,2020-06-17,north
1489,1659.0,2020-06-17,south
1490,1734.0,2020-06-17,east
1491,1527.0,2020-06-17,west
1492,1611.0,2020-06-18,north
1493,1734.0,2020-06-18,south
1494,1743.0,2020-06-18,east
1495,1557.0,2020-06-18,west
1496,1800.0,2020-06-19,north
1497,1536.0,2020-06-19,south
1498,1578.0,2020-06-19,east
1499,1515.0,2020-06-19,west
1500,1647.0,2020-06-20,north
1501,1641.0,2020-06-20,south
1502,1614.0,2020-06-20,east
1503,1518.0,2020-06-20,west
1504,1755.0,2020-06-21,north
1505,1620.0,2020-06-21,south
1506,1725.0,2020-06-21,east
1507,1668.0,2020-06-21,west
1508,1761.0,2020-06-22,north
1509,1542.0,2020-06-22,south
1510,1539.0,2020-06-22,east
1511,1524.0,2020-06-22,west
1512,1767.0,2020-06-23,north
1513,1581.0,2020-06-23,south
1514,1770.0,2020-06-23,east
1515,1758.0,2020-06-23,west
1516,1617.0,2020-06-24,north
1517,1518.0,2020-06-24,south
1518,1791.0,2020-06-24,east
1519,1695.0,2020-06-24,west
1520,1503.0,2020-06-25,north
1521,1794.0,2020-06-25,south
1522,1638.0,2020-06-25,east
1523,1536.0,2020-06-25,west
1524,1707.0,2020-06-26,north
1525,1578.0,2020-06-26,south
1526,1719.0,2020-06-26,east
1527,1728.0,2020-06-26,west
1528,1644.0,2020-06-27,north
1529,1527.0,2020-06-27,south
1530,1578.0,2020-06-27,east
1531,1623.0,2020-06-27,west
1532,1608.0,2020-06-28,north
1533,1779.0,2020-06-28,south
1534,1689.0,2020-06-28,east
1535,1629.0,2020-06-28,west
1536,1722.0,2020-06-29,north
1537,1662.0,2020-06-29,south
1538,1662.0,2020-06-29,east
1539,1503.0,2020-06-29,west
1540,1794.0,2020-06-30,north
1541,1572.0,2020-06-30,south
1542,1668.0,2020-06-30,east
1543,1647.0,2020-06-30,west
1544,1632.0,2020-07-01,north
1545,1578.0,2020-07-01,south
1546,1650.0,2020-07-01,east
1547,1797.0,2020-07-01,west
1548,1734.0,2020-07-02,north
1549,1734.0,2020-07-02,south
1550,1581.0,2020-07-02,east
1551,1665.0,2020-07-02,west
1552,1695.0,2020-07-03,north
1553,1701.0,2020-07-03,south
1554,1584.0,2020-07-03,east
1555,1518.0,2020-07-03,west
1556,1737.0,2020-07-04,north
1557,1656.0,2020-07-04,south
1558,1695.0,2020-07-04,east
1559,1563.0,2020-07-04,west
1560,1788.0,2020-07-05,north
1561,1746.0,2020-07-05,south
1562,1647.0,2020-07-05,east
1563,1527.0,2020-07-05,west
1564,1548.0,2020-07-06,north
1565,1572.0,2020-07-06,south
1566,1569.0,2020-07-06,east
1567,1527.0,2020-07-06,west
1568,1500.0,2020-07-07,north
1569,1791.0,2020-07-07,south
1570,1656.0,2020-07-07,east
1571,1743.0,2020-07-07,west
1572,1563.0,2020-07-08,north
1573,1722.0,2020-07-08,south
1574,1758.0,2020-07-08,east
1575,1524.0,2020-07-08,west
1576,1788.0,2020-07-09,north
1577,1713.0,2020-07-09,south
1578,1596.0,2020-07-09,east
1579,1716.0,2020-07-09,west
1580,1587.0,2020-07-10,north
1581,1509.0,2020-07-10,south
1582,1698.0,2020-07-10,east
1583,1515.0,2020-07-10,west
1584,1500.0,2020-07-11,north
1585,1689.0,2020-07-11,south
1586,1554.0,2020-07-11,east
1587,1509.0,2020-07-11,west
1588,1746.0,2020-07-12,north
1589,1572.0,2020-07-12,south
1590,1773.0,2020-07-12,east
1591,1596.0,2020-07-12,west
1592,1680.0,2020-07-13,north
1593,1764.0,2020-07-13,south
1594,1782.0,2020-07-13,east
1595,1728.0,2020-07-13,west
1596,1557.0,2020-07-14,north
1597,1515.0,2020-07-14,south
1598,1695.0,2020-07-14,east
1599,1500.0,2020-07-14,west
1600,1542.0,2020-07-15,north
1601,1740.0,2020-07-15,south
1602,1647.0,2020-07-15,east
1603,1596.0,2020-07-15,west
1604,1515.0,2020-07-16,north
1605,1731.0,2020-07-16,south
1606,1605.0,2020-07-16,east
1607,1791.0,2020-07-16,west
1608,1794.0,2020-07-17,north
1609,1677.0,2020-07-17,south
1610,1641.0,2020-07-17,east
1611,1773.0,2020-07-17,west
1612,1623.0,2020-07-18,north
1613,1707.0,2020-07-18,south
1614,1749.0,2020-07-18,east
1615,1797.0,2020-07-18,west
1616,1614.0,2020-07-19,north
1617,1653.0,2020-07-19,south
1618,1674.0,2020-07-19,east
1619,1779.0,2020-07-19,west
1620,1797.0,2020-07-20,north
1621,1560.0,2020-07-20,south
1622,1638.0,2020-07-20,east
1623,1716.0,2020-07-20,west
1624,1572.0,2020-07-21,north
1625,1767.0,2020-07-21,south
1626,1689.0,2020-07-21,east
1627,1734.0,2020-07-21,west
1628,1668.0,2020-07-22,north
1629,1728.0,2020-07-22,south
1630,1668.0,2020-07-22,east
1631,1584.0,2020-07-22,west
1632,1692.0,2020-07-23,north
1633,1710.0,2020-07-23,south
1634,1758.0,2020-07-23,east
1635,1545.0,2020-07-23,west
1636,1530.0,2020-07-24,north
1637,1530.0,2020-07-24,south
1638,1575.0,2020-07-24,east
1639,1776.0,2020-07-24,west
1640,1794.0,2020-07-25,north
1641,1647.0,2020-07-25,south
1642,1611.0,2020-07-25,east
1643,1704.0,2020-07-25,west
1644,1569.0,2020-07-26,north
1645,1659.0,2020-07-26,south
1646,1575.0,2020-07-26,east
1647,1788.0,2020-07-26,west
1648,1602.0,2020-07-27,north
1649,1620.0,2020-07-27,south
1650,1530.0,2020-07-27,east
1651,1608.0,2020-07-27,west
1652,1800.0,2020-07-28,north
1653,1506.0,2020-07-28,south
1654,1608.0,2020-07-28,east
1655,1581.0,2020-07-28,west
1656,1533.0,2020-07-29,north
1657,1686.0,2020-07-29,south
1658,1773.0,2020-07-29,east
1659,1644.0,2020-07-29,west
1660,1722.0,2020-07-30,north
1661,1584.0,2020-07-30,south
1662,1596.0,2020-07-30,east
1663,1512.0,2020-07-30,west
1664,1527.0,2020-07-31,north
1665,1530.0,2020-07-31,south
1666,1533.0,2020-07-31,east
1667,1530.0,2020-07-31,west
1668,1788.0,2020-08-01,north
1669,1596.0,2020-08-01,south
1670,1680.0,2020-08-01,east
1671,1671.0,2020-08-01,west
1672,1656.0,2020-08-02,north
1673,1716.0,2020-08-02,south
1674,1623.0,2020-08-02,east
1675,1596.0,2020-08-02,west
1676,1665.0,2020-08-03,north
1677,1650.0,2020-08-03,south
1678,1503.0,2020-08-03,east
1679,1665.0,2020-08-03,west
1680,1539.0,2020-08-04,north
1681,1659.0,2020-08-04,south
1682,1602.0,2020-08-04,east
1683,1719.0,2020-08-04,west
1684,1749.0,2020-08-05,north
1685,1548.0,2020-08-05,south
1686,1653.0,2020-08-05,east
1687,1662.0,2020-08-05,west
1688,1770.0,2020-08-06,north
1689,1710.0,2020-08-06,south
1690,1509.0,2020-08-06,east
1691,1545.0,2020-08-06,west
1692,1740.0,2020-08-07,north
1693,1524.0,2020-08-07,south
1694,1641.0,2020-08-07,east
1695,1710.0,2020-08-07,west
1696,1728.0,2020-08-08,north
1697,1695.0,2020-08-08,south
1698,1716.0,2020-08-08,east
1699,1785.0,2020-08-08,west
1700,1617.0,2020-08-09,north
1701,1752.0,2020-08-09,south
1702,1734.0,2020-08-09,east
